No.,User Name,Operation Time,Operation Source,Parameters,
73,"	installer", 2026-04-07 13:42:40, WEB,"	Northbound packet recording duration change to 30"
74,"	installer", 2026-04-07 13:42:40, WEB,"	Enable northbound packet recording change to 2"
75,"	installer", 2026-04-07 13:42:28, WEB,"	Get north port record file"
76,"	installer", 2026-04-07 13:41:59, WEB,"	Select packet capture port change to 97"
77,"	installer", 2026-04-07 13:41:59, WEB,"	Northbound packet recording duration change to 30"
78,"	installer", 2026-04-07 13:41:59, WEB,"	Enable northbound packet recording change to 2"
79,"	installer", 2026-04-07 13:38:10, WEB,"	Get north port record file"
80,"	installer", 2026-04-07 13:38:02, WEB,"	Select packet capture port change to 32"
81,"	installer", 2026-04-07 13:38:02, WEB,"	Northbound packet recording duration change to 30"
82,"	installer", 2026-04-07 13:38:02, WEB,"	Enable northbound packet recording change to 2"
83,"	installer", 2026-04-07 13:36:40, WEB,"	Login IP: 192.168.100.200"
84,"	installer", 2026-04-07 11:09:09, WEB,"	Logout: due to timeout"
85,"	installer", 2026-04-07 11:03:03, WEB,"	SmartPPC-Northbound Modbus TCP-Local network port for network A: SFP1/GE1->SFP1/GE1"
86,"	installer", 2026-04-07 11:03:03, WEB,"	SmartPPC-Northbound Modbus TCP-Local network port for network B: SFP2/GE2->SFP2/GE2"
87,"	installer", 2026-04-07 11:03:03, WEB,"	SmartPPC-Northbound Modbus TCP device 6-IP address of network A: 0.0.0.0->192.168.100.1"
88,"	installer", 2026-04-07 11:02:47, WEB,"	Login IP: 192.168.100.200"
89,"	installer", 2026-04-07 10:28:00, WEB,"	Logout: due to timeout"
90,"	installer", 2026-04-07 10:06:04, WEB,"	SmartPPC-Northbound Modbus TCP-Local network port for network A: SFP1/GE1->SFP1/GE1"
91,"	installer", 2026-04-07 10:06:04, WEB,"	SmartPPC-Northbound Modbus TCP-Local network port for network B: SFP2/GE2->SFP2/GE2"
92,"	installer", 2026-04-07 10:06:04, WEB,"	SmartPPC-Northbound Modbus TCP device 5-IP address of network A: 0.0.0.0->192.168.100.254"
93,"	installer", 2026-04-07 10:01:35, WEB,"	Login IP: 192.168.100.200"
94,"	installer", 2026-04-03 15:32:16, WEB,"	Logout IP: 192.168.100.99"
95,"	installer", 2026-04-03 15:27:52, WEB,"	Setting value group No. change to 1"
96,"	installer", 2026-04-03 15:27:52, WEB,"	CT rated primary current at interval 2 change to 300"
97,"	installer", 2026-04-03 15:27:52, WEB,"	PT rated primary voltage at interval 2 change to 6.0"
98,"	installer", 2026-04-03 15:27:52, WEB,"	Recertification: successful"
99,"	installer", 2026-04-03 15:25:41, WEB,"	Login IP: 192.168.100.99"
100,"	installer", 2026-04-03 15:18:39, WEB,"	Logout: due to timeout"
101,"	installer", 2026-04-03 15:09:35, WEB,"	SmartPPC-Northbound Modbus TCP-Local network port for network A: SFP1/GE1->SFP1/GE1"
102,"	installer", 2026-04-03 15:09:35, WEB,"	SmartPPC-Northbound Modbus TCP-Local network port for network B: SFP2/GE2->SFP2/GE2"
103,"	installer", 2026-04-03 15:05:57, WEB,"	Active power dispatch mode change to 2"
104,"	installer", 2026-04-03 15:05:57, WEB,"	Active power response mode change to 1"
105,"	installer", 2026-04-03 15:05:56, WEB,"	Recertification: successful"
106,"	installer", 2026-04-03 15:04:27, WEB,"	Login IP: 192.168.100.99"
107,"	installer", 2026-03-05 10:20:04, WEB,"	Logout: due to timeout"
108,"	installer", 2026-03-05 10:16:37, WEB,"	Maximum apparent power change to 2000000"
109,"	installer", 2026-03-05 10:16:37, WEB,"	Maximum active power change to 1995"
110,"	installer", 2026-03-05 10:16:37, WEB,"	Capacity limit mode change to 1"
111,"	installer", 2026-03-05 10:16:37, WEB,"	Active/Reactive power control priority change to 0"
112,"	installer", 2026-03-05 10:16:36, WEB,"	Recertification: successful"
113,"	installer", 2026-03-05 10:11:59, WEB,"	Login IP: 192.168.100.199"
114,"	installer", 2026-03-04 14:37:05, WEB,"	Logout IP: 192.168.100.199"
115,"	installer", 2026-03-04 14:31:32, WEB,"	config_guide.asp. finishBtn. complete step is . "
116,"	installer", 2026-03-04 14:30:35, WEB,"	config_guide.asp. finishBtn. complete step is null1 2 3 6 8 . "
117,"	installer", 2026-03-04 14:29:53, WEB,"	Setting value group No. change to 1"
118,"	installer", 2026-03-04 14:29:53, WEB,"	SmartPPC-Setting value group in effect: 0->1"
119,"	installer", 2026-03-04 14:29:53, WEB,"	Recertification: successful"
120,"	installer", 2026-03-04 14:29:45, WEB,"	Setting value group No. change to 1"
121,"	installer", 2026-03-04 14:29:45, WEB,"	Rated frequency change to 60.00"
122,"	installer", 2026-03-04 14:29:45, WEB,"	CT polarity direction at interval 1 change to 1"
123,"	installer", 2026-03-04 14:29:45, WEB,"	CT rated primary current at interval 1 change to 300"
124,"	installer", 2026-03-04 14:29:45, WEB,"	PT rated primary voltage at interval 1 change to 6.0"
125,"	installer", 2026-03-04 14:29:44, WEB,"	Recertification: successful"
126,"	installer", 2026-03-04 14:27:45, WEB,"	PCC1 Synchronous voltage type change to 0"
127,"	installer", 2026-03-04 14:27:45, WEB,"	PCC1 Priority of data source at grid connection point change to 0"
128,"	installer", 2026-03-04 14:27:45, WEB,"	Grid connection point 1 wiring mode change to 1"
129,"	installer", 2026-03-04 14:26:40, WEB,"	config_ppc_working_mode.asp. 0.0.0.0. 1 . "
130,"	installer", 2026-03-04 14:26:40, WEB,"	SmartPPC-Master/Slave working mode: Invalid value->Single mode"
131,"	installer", 2026-03-04 14:26:40, WEB,"	SmartPPC-IP address for master/slave device connection: 192.168.0.10->0.0.0.0"
132,"	installer", 2026-03-04 14:26:40, WEB,"	SmartPPC-Network type for master/slave device connection: GE6->GE1/GE2"
133,"	installer", 2026-03-04 14:26:40, WEB,"	Recertification: successful"
134,"	installer", 2026-03-04 14:25:47, WEB,"	SmartPPC-Northbound Modbus TCP-Local network port for network A: SFP1/GE1->SFP1/GE1"
135,"	installer", 2026-03-04 14:25:47, WEB,"	SmartPPC-Northbound Modbus TCP-Local network port for network B: SFP2/GE2->SFP2/GE2"
136,"	installer", 2026-03-04 14:25:08, WEB,"	SmartPPC-IP address of cascaded network (GE6): 192.168.0.10->0.0.0.0"
137,"	installer", 2026-03-04 14:25:08, WEB,"	SmartPPC-Subnet mask of cascaded network (GE6): 255.255.255.0->0.0.0.0"
138,"	installer", 2026-03-04 14:25:08, WEB,"	SmartPPC-Gateway of cascaded network (GE6): 192.168.0.1->0.0.0.0"
139,"	installer", 2026-03-04 14:24:12, WEB,"	Test NTP primary failed: 61.205.120.130, auth disable"
140,"	installer", 2026-03-04 14:22:59, WEB,"	Rated ESS capacity change to 8000"
141,"	installer", 2026-03-04 14:22:59, WEB,"	Rated ESS power change to 2000"
142,"	installer", 2026-03-04 14:22:59, WEB,"	Rated PV power change to 0"
143,"	installer", 2026-03-04 14:22:59, WEB,"	Rated power of plant change to 2000"
144,"	installer", 2026-03-04 14:22:59, WEB,"	Plant type change to 1"
145,"	installer", 2026-03-04 14:22:59, WEB,"	Plant name change to Nakatsu"
146,"	installer", 2026-03-04 14:22:28, WEB,"	Login IP: 192.168.100.199"
147,"	installer", 2026-03-04 14:18:26, WEB,"	Upgraded successfully"
148,"	installer", 2026-03-04 14:08:05, WEB,"	Upgrade start"
149,"	installer", 2026-03-04 14:07:48, WEB,"	Login IP: 192.168.100.199"
150,"	installer", 2026-03-04 14:07:21, WEB,"	Logout IP: 192.168.100.198"
151,"	installer", 2026-03-04 14:07:21, WEB,"	Commissioning change to 0"
152,"	installer", 2026-03-04 14:07:21, WEB,"	Southbound dispatch disabling change to 0"
153,"	installer", 2026-03-04 14:07:21, WEB,"	Alarm reporting disabling change to 0"
154,"	installer", 2026-03-04 14:07:12, WEB,"	Login IP: 192.168.100.198"
155,"	installer", 2026-03-04 14:06:46, WEB,"	Logout: due to timeout"
156,"	installer", 2026-03-04 13:56:05, WEB,"	Upgrade package uploaded successfully"
157,"	installer", 2026-03-04 13:55:59, WEB,"	Upload File: SPPC2000_V100R025C10SPC110.zip"
158,"	installer", 2026-03-04 13:55:03, WEB,"	Login IP: 192.168.100.198"
159,"	installer", 2026-03-04 13:55:03, WEB,"	Logout: due to user login"
160,"	installer", 2026-03-04 13:42:55, WEB,"	SmartPPC-Enable black start: Enable->Disable"
161,"	installer", 2026-03-04 13:42:55, WEB,"	Recertification: successful"
162,"	installer", 2026-03-04 13:41:50, WEB,"	Local dispatch instruction-Fixed active power change to 0"
163,"	installer", 2026-03-04 13:41:50, WEB,"	Active power dispatch mode change to 1"
164,"	installer", 2026-03-04 13:41:50, WEB,"	Active power response mode change to 0"
165,"	installer", 2026-03-04 13:41:50, WEB,"	Recertification: successful"
166,"	installer", 2026-03-04 13:41:31, WEB,"	Rated line voltage change to 6.6"
167,"	installer", 2026-03-04 13:41:31, WEB,"	Recertification: successful"
168,"	installer", 2026-03-04 13:41:15, WEB,"	Maximum apparent power change to 2000000"
169,"	installer", 2026-03-04 13:41:15, WEB,"	Maximum active power change to 0"
170,"	installer", 2026-03-04 13:41:15, WEB,"	Capacity limit mode change to 1"
171,"	installer", 2026-03-04 13:41:15, WEB,"	Active/Reactive power control priority change to 0"
172,"	installer", 2026-03-04 13:41:14, WEB,"	Recertification: successful"
173,"	installer", 2026-03-04 13:40:08, WEB,"	SmartPPC-IP address of southbound device: 192.168.4.10->192.168.100.106"
174,"	installer", 2026-03-04 13:40:08, WEB,"	SmartPPC-Network type for southbound device connection: GE3/GE4->SFP1/GE1"
175,"	installer", 2026-03-04 13:40:08, WEB,"	SmartPPC-VLAN ID in GOOSE packet outer header for collection board rapid dispatch: 130->140"
176,"	installer", 2026-03-04 13:39:44, WEB,"	SmartPPC-Northbound Modbus TCP-Enable link: Disable->Enable (restricted)"
177,"	installer", 2026-03-04 13:39:44, WEB,"	SmartPPC-Northbound Modbus TCP-Local network port for network A: SFP1/GE1->SFP1/GE1"
178,"	installer", 2026-03-04 13:39:44, WEB,"	SmartPPC-Northbound Modbus TCP-Local network port for network B: SFP2/GE2->SFP2/GE2"
179,"	installer", 2026-03-04 13:39:44, WEB,"	SmartPPC-Northbound Modbus TCP device 1-IP address of network A: 0.0.0.0->192.168.100.100"
180,"	installer", 2026-03-04 13:39:44, WEB,"	SmartPPC-Northbound Modbus TCP device 2-IP address of network A: 0.0.0.0->192.168.100.101"
181,"	installer", 2026-03-04 13:39:44, WEB,"	SmartPPC-Northbound Modbus TCP device 3-IP address of network A: 0.0.0.0->192.168.100.102"
182,"	installer", 2026-03-04 13:39:44, WEB,"	SmartPPC-Northbound Modbus TCP device 4-IP address of network A: 0.0.0.0->192.168.100.103"
183,"	installer", 2026-03-04 13:38:16, WEB,"	Login IP: 192.168.100.199"
184,"	installer", 2026-03-04 13:38:16, WEB,"	Logout: due to user login"
185,"	installer", 2026-03-04 13:37:31, WEB,"	SmartPPC-IP address of northbound network A (SFP1/GE1): 192.168.1.10->192.168.100.106"
186,"	installer", 2026-03-04 13:37:31, WEB,"	SmartPPC-Gateway of northbound network A (SFP1/GE1): 192.168.1.1->192.168.100.254"
187,"	installer", 2026-03-04 14:36:01, WEB,"	Time Zone: (UTC+08:00)Beijing->(UTC+09:00)Tokyo"
188,"	installer", 2026-03-04 13:35:43, WEB,"	Grid code change to 3"
189,"	installer", 2026-03-04 13:35:42, WEB,"	Recertification: successful"
190,"	installer", 2026-03-04 13:35:19, WEB,"	Rated feed-in frequency change to 50"
191,"	installer", 2026-03-04 13:35:19, WEB,"	Rated feed-in voltage change to 0"
192,"	installer", 2026-03-04 13:35:19, WEB,"	Rated power of plant change to 0"
193,"	installer", 2026-03-04 13:35:19, WEB,"	Plant type change to 1"
194,"	installer", 2026-03-04 13:35:19, WEB,"	Plant name change to Nakatsu"
195,"	installer", 2026-03-04 13:32:27, WEB,"	Login IP: 192.168.1.199"
196,"	installer", 2026-03-04 13:32:13, WEB,"	Modify user installer password"
